grupo_id,ym,yhat,yhat_lower,yhat_upper,metodo
10,2025-09,0.3826,0.0,1.1421,prophet
10,2025-10,1.8297,1.0828,2.6241,prophet
10,2025-11,1.3039,0.5019,2.0482,prophet
10,2025-12,4.7051,3.9896,5.4871,prophet
10,2026-01,3.3457,2.5436,4.143,prophet
10,2026-02,4.0882,3.3151,4.8239,prophet
10,2026-03,10.0923,9.2835,10.8614,prophet
10,2026-04,3.9029,3.1146,4.713,prophet
10,2026-05,2.753,1.9339,3.562,prophet
10,2026-06,4.883,4.1071,5.7206,prophet
11,2025-07,5659.8179,5216.4479,6146.2544,prophet
11,2025-08,5853.6492,5388.807,6308.9138,prophet
11,2025-09,3958.3901,3522.333,4435.796,prophet
11,2025-10,6061.5543,5619.0699,6523.8159,prophet
11,2025-11,6577.4951,6133.2529,7014.6873,prophet
11,2025-12,4493.4696,4018.7161,4927.0335,prophet
11,2026-01,307.7557,0.0,737.7073,prophet
11,2026-02,730.9579,271.5305,1187.887,prophet
11,2026-03,1368.323,902.6953,1811.9247,prophet
11,2026-04,887.3516,429.4413,1360.8614,prophet
11,2026-05,1208.8118,753.1568,1661.6411,prophet
11,2026-06,1507.2497,1078.9885,1966.4092,prophet
12,2025-07,209.5865,157.7253,259.2632,prophet
12,2025-08,191.2193,145.8286,236.2821,prophet
12,2025-09,171.0487,125.0764,223.2994,prophet
12,2025-10,237.7803,191.6054,286.2202,prophet
12,2025-11,214.4873,164.2684,262.5678,prophet
12,2025-12,198.7374,149.6827,244.7584,prophet
12,2026-01,135.2085,86.6986,181.5396,prophet
12,2026-02,148.209,101.7019,194.8894,prophet
12,2026-03,179.0893,134.4532,227.3354,prophet
12,2026-04,146.5006,97.6398,191.5517,prophet
12,2026-05,196.0661,147.2891,242.1591,prophet
12,2026-06,192.1064,144.2934,239.42,prophet
13,2025-07,199.1092,145.2661,253.3932,prophet
13,2025-08,225.4393,168.8653,278.1017,prophet
13,2025-09,196.2451,138.0852,257.8831,prophet
13,2025-10,223.1924,163.1173,278.9385,prophet
13,2025-11,225.7571,170.7642,282.6247,prophet
13,2025-12,129.2402,76.1369,189.2674,prophet
13,2026-01,151.0106,92.0361,204.2119,prophet
13,2026-02,210.9491,155.5203,264.86,prophet
13,2026-03,223.1539,166.9861,280.104,prophet
13,2026-04,241.9628,186.2446,300.3398,prophet
13,2026-05,196.7443,143.5625,257.4687,prophet
13,2026-06,172.364,115.9748,225.2872,prophet
14,2025-07,3552.7198,3261.7239,3820.6074,prophet
14,2025-08,3393.8291,3121.2903,3656.2378,prophet
14,2025-09,2728.8892,2474.556,2986.3729,prophet
14,2025-10,3584.5816,3322.596,3842.777,prophet
14,2025-11,2197.8948,1923.1054,2456.9505,prophet
14,2025-12,2028.5018,1774.8786,2307.1763,prophet
14,2026-01,0.0,0.0,0.0,prophet
14,2026-02,0.0,0.0,0.0,prophet
14,2026-03,0.0,0.0,0.0,prophet
14,2026-04,0.0,0.0,0.0,prophet
14,2026-05,0.0,0.0,0.0,prophet
14,2026-06,0.0,0.0,0.0,prophet
15,2025-07,681.9676,602.6147,760.4797,prophet
15,2025-08,787.8967,703.8421,870.9907,prophet
15,2025-09,1472.7763,1392.0145,1553.2231,prophet
15,2025-10,2124.2934,2045.8121,2205.7022,prophet
15,2025-11,1024.154,943.6776,1104.6071,prophet
15,2025-12,898.7859,822.9617,982.6793,prophet
15,2026-01,394.7749,316.9106,473.751,prophet
15,2026-02,506.4263,423.9882,583.8175,prophet
15,2026-03,510.5873,431.6961,592.0701,prophet
15,2026-04,512.9461,430.561,594.388,prophet
15,2026-05,628.2053,547.6473,714.3957,prophet
15,2026-06,496.7952,415.3285,574.7057,prophet
16,2025-07,422.7161,335.5603,511.6528,prophet
16,2025-08,377.8556,283.8667,468.9681,prophet
16,2025-09,265.168,178.2918,356.1269,prophet
16,2025-10,233.459,147.1514,324.0603,prophet
16,2025-11,157.8362,61.2201,248.3729,prophet
16,2025-12,243.8536,140.5511,337.003,prophet
16,2026-01,114.1548,26.0418,208.5353,prophet
16,2026-02,127.8866,37.4625,214.3626,prophet
16,2026-03,215.4643,131.399,305.4811,prophet
16,2026-04,302.1616,214.197,396.232,prophet
16,2026-05,396.1387,302.5811,489.5542,prophet
16,2026-06,252.7118,161.097,343.3863,prophet
17,2025-07,47.121,46.4395,47.9043,prophet
17,2025-08,48.9867,46.783,51.5452,prophet
17,2025-09,49.4129,44.9499,54.1932,prophet
17,2025-10,49.0286,42.0859,56.3969,prophet
17,2025-11,53.9047,44.102,63.931,prophet
17,2025-12,90.5871,77.435,103.7834,prophet
17,2026-01,64.0691,47.7589,81.0263,prophet
17,2026-02,59.2215,39.5976,79.837,prophet
17,2026-03,79.4683,55.8343,103.4863,prophet
17,2026-04,95.7541,67.8865,123.935,prophet
17,2026-05,95.3511,62.5346,127.3074,prophet
17,2026-06,85.7976,48.2205,122.4683,prophet
18,2025-07,12.1354,7.468,16.4989,prophet
18,2025-08,7.0297,2.6317,11.4136,prophet
18,2025-09,12.7639,8.3582,17.0792,prophet
18,2025-10,11.895,7.6509,16.2147,prophet
18,2025-11,11.4454,7.2805,15.9918,prophet
18,2025-12,4.4153,0.0035,8.5646,prophet
18,2026-01,7.0146,2.5229,11.2782,prophet
18,2026-02,8.5499,3.8305,13.1361,prophet
18,2026-03,5.5949,1.2971,10.064,prophet
18,2026-04,9.3572,5.1473,13.8308,prophet
18,2026-05,10.8236,6.5046,15.1409,prophet
18,2026-06,13.7171,9.4664,18.2054,prophet
19,2025-07,34.0,27.2,40.8,fallback
19,2025-08,121.0,96.8,145.2,fallback
19,2026-05,36.0,28.8,43.2,fallback
19,2026-06,61.0,48.8,73.2,fallback
19,2025-09,67.0,53.6,80.4,fallback
19,2025-10,29.0,23.2,34.8,fallback
19,2025-11,62.0,49.6,74.4,fallback
19,2025-12,28.5,22.8,34.2,fallback
19,2026-01,9.5,7.6,11.4,fallback
19,2026-02,15.5,12.4,18.6,fallback
19,2026-03,42.5,34.0,51.0,fallback
19,2026-04,20.5,16.4,24.6,fallback
20,2025-07,20.7163,8.1299,34.1576,prophet
20,2025-08,0.0,0.0,9.5307,prophet
20,2025-09,0.0,0.0,8.5105,prophet
20,2025-10,0.0,0.0,7.432,prophet
20,2025-11,0.0,0.0,9.0248,prophet
20,2025-12,0.0,0.0,8.3328,prophet
20,2026-01,0.0,0.0,10.9319,prophet
20,2026-02,0.0,0.0,11.3981,prophet
20,2026-03,0.0,0.0,11.4332,prophet
20,2026-04,30.1787,17.6319,42.4048,prophet
20,2026-05,0.4883,0.0,13.4277,prophet
20,2026-06,4.1316,0.0,16.9842,prophet
21,2025-07,31.0,24.8,37.2,fallback
21,2025-08,4.0,3.2,4.8,fallback
21,2026-05,14.0,11.2,16.8,fallback
21,2026-06,20.0,16.0,24.0,fallback
21,2025-09,7.0,5.6,8.4,fallback
21,2025-10,5.0,4.0,6.0,fallback
21,2025-11,9.0,7.2,10.8,fallback
21,2025-12,8.0,6.4,9.6,fallback
21,2026-01,7.0,5.6,8.4,fallback
21,2026-02,3.0,2.4,3.6,fallback
21,2026-03,12.0,9.6,14.4,fallback
21,2026-04,24.0,19.2,28.8,fallback
22,2025-07,66.3333,53.0667,79.6,fallback
22,2025-08,66.3333,53.0667,79.6,fallback
22,2026-05,66.3333,53.0667,79.6,fallback
22,2026-06,66.3333,53.0667,79.6,fallback
22,2025-09,23.0,18.4,27.6,fallback
22,2025-10,156.0,124.8,187.2,fallback
22,2025-11,20.0,16.0,24.0,fallback
22,2025-12,66.3333,53.0667,79.6,fallback
22,2026-01,66.3333,53.0667,79.6,fallback
22,2026-02,66.3333,53.0667,79.6,fallback
22,2026-03,66.3333,53.0667,79.6,fallback
22,2026-04,66.3333,53.0667,79.6,fallback
